_id,Name,Legal Name,Start Date,Street Number,Street Name,ZIP Code,Lat,Lon,Category
409,McDonald's #7683,Briston Enterprise LLC,4/7/2016,6380,Steubenville Pike,15205,40.4483050,-80.1555640,Dollar Menu
410,McDonald's #7705,Rice Enterprises LLC,5/25/2001,82,Fort Couch Rd,15241,40.3380710,-80.0507840,Dollar Menu
411,McDonald's #10260,Malik Enterprises Inc,2/7/2005,6361,Penn Ave,15206,40.4588030,-79.9184830,Dollar Menu
412,McDonald's #12151,PHF Group LLC,3/25/2015,363,Perry Highway,15229,40.5175690,-80.0293060,Dollar Menu
413,McDonald's #12182,Shawn Malik Inc,1/24/2005,,Pgh Intl Airport / Ac-02e,15231,40.4953090,-80.2352910,Dollar Menu
414,McDonald's #12183,Shawn Malik Inc,1/27/2005,,Pgh Intl Airport / Se-09a,15231,40.4953090,-80.2352910,Dollar Menu
415,McDonald's #12415,Draper Inc,12/19/2001,70,Allegheny River Blvd,15147,40.4989330,-79.8184680,Dollar Menu
416,McDonald's #18474,Tri County Mgmt,11/21/1996,600,Pine Hollow Rd,15136,40.4739450,-80.0957100,Dollar Menu
417,McDonald's #22492,Rice Enterprises LLC,8/28/2000,549,Clairton Blvd,15236,40.3332560,-79.9462490,Dollar Menu
418,McDonald's #24334,Rice Enterprises LLC,1/3/2001,400,E Waterfront Dr,15120,40.4120660,-79.9099360,Dollar Menu
419,McDonald's #24444,Tri-County Management,8/4/2009,200,Walmart Dr,15044,40.6215010,-79.9440940,Dollar Menu
420,McDonald's #26447,Tri-County Management,8/4/2009,4618,Wm Flynn Hwy,15044,40.6260880,-79.9417990,Dollar Menu
421,McDonald's #27444,Tri County Management,8/18/2009,1010,4th Ave,15108,40.5178380,-80.1631260,Dollar Menu
422,McDonald's #31563,M & J Management Corp,1/19/2006,2010,Value Dr,15084,40.6117840,-79.7720920,Dollar Menu
423,McDonald's #33806,M & J Management,6/14/2013,907,Freeport Rd,15238,40.4868720,-79.8895200,Dollar Menu
424,McDonald's Of Warrendale,Delligatti Inc,6/17/1984,19055,Perry Hwy,16046,40.6718121,-80.0985583,Dollar Menu
425,Mineo's Pizza,Istanbul Inc,6/3/1996,2350,Noblestown Rd,15205,40.4274600,-80.0554600,Take Out
426,Mineo's Pizza,"Mineo's Pizza House 2, Inc.",8/26/1994,713 A,Washington Rd,15228,40.3798260,-80.0446100,Take Out
427,Mitch's Barbeque,,2/29/2016,16070,Perry Hwy,15090,40.6323490,-80.0587970,Take Out
428,Mm Mm Pizza,Ma Pizza,4/5/2000,2971,South Park Road,15102,40.3271670,-80.0418420,Take Out
429,Mm! Mm! Pizza,,3/7/2003,5208,Clairton Blvd,15236,40.3439240,-79.9719710,Take Out
430,Moe's Southwest Grill,Big Plan Butler,9/3/2015,10339,Perry Hwy,15090,40.6040930,-80.0512240,NO Dollar Menu
431,Moe's Southwest Grill #327,Big Plan Ventures LP,2/27/2013,5432,Campbells Run Rd,15205,40.4472090,-80.1575760,NO Dollar Menu
432,Molly's Pizza,ZMC Food Division LLC,12/7/2004,1525,Potomac Ave,15216,40.3968990,-80.0359180,Take Out
433,Monte Cello's,Monte Cello's Of Shaler Inc,7/19/1996,880,Butler St,15223,40.5115590,-79.9451120,Take Out
434,Monte Cello's Pizza,,6/17/1985,305,7th Ave,15222,40.4430250,-79.9969580,Take Out
435,Mrs Fields / TCBY,JY Cookies Inc,2/21/2013,200,Mall Circle Dr,15146,40.4291830,-79.7954590,"Breakfast, Drink, Other"
436,Mrs Fields Original Cookies #54103,South Hills Cookies Inc,12/6/2004,301,South Hills Village / Fc-06,15241,40.3426230,-80.0561700,"Breakfast, Drink, Other"
437,Mt Lebanon Dairy Queen,JBLR Inc,8/9/2001,1693,McFarland Rd,15216,40.3961290,-80.0468840,"Breakfast, Drink, Other"
438,Muddy Cup,,11/14/2014,419,Lincoln Ave,15202,40.4943230,-80.0530880,"Breakfast, Drink, Other"
439,Nobby's Pizza Castle Shannon,,9/10/2014,1106,Castle Shannon Blvd,15234,40.3675800,-80.0171610,Take Out
440,Original Milano Pizza,Amic II Business Group,8/3/2015,6004,Centre Ave,15206,40.4598170,-79.9246770,Take Out
441,Panera #4347,Covelli Enterprises,12/9/2014,8800,Covenant Ave,15234,40.5684400,-80.0219560,NO Dollar Menu
442,Panera Bread #3482,Cadle LLC,12/28/1998,942,Freeport Rd,15238,40.4891220,-79.8925680,NO Dollar Menu
443,Panera Bread #3488,Cadle LLC,11/6/2000,1500,Washington Rd,15228,40.3569590,-80.0518070,NO Dollar Menu
444,Panera Bread #3489,Cadle LLC,12/26/2000,400,Penn Ctr East,15235,40.4279420,-79.8112720,NO Dollar Menu
445,Panera Bread #3490,Cadle LLC,4/16/2001,12071,Perry Hwy,15090,40.6319910,-80.0607980,NO Dollar Menu
446,Panera Bread #3492,Cadle LLC,5/24/2001,250,McHolme Dr,15275,40.4494120,-80.1743330,NO Dollar Menu
447,Panera Bread #3493,Cadle LLC,7/24/2001,623,Clairton Blvd,15236,40.3331920,-79.9462290,NO Dollar Menu
448,Panera Bread #3494,Cadle LLC,9/24/2001,210,West Bridge St,15120,40.4071520,-79.9166160,NO Dollar Menu
449,Panera Bread #3495,Cadle LLC,10/23/2001,5243,Library Rd,15102,40.3326420,-80.0219400,NO Dollar Menu
450,Panera Bread #3497,Cadle LLC,2/8/2002,1900,Greentree Rd,15220,40.3955180,-80.0673100,NO Dollar Menu
451,Panera Bread #3499,Cadle LLC,8/28/2002,3401,Blvd of the Allies,15213,40.4362780,-79.9580180,NO Dollar Menu
452,Panera Bread #3501,Cadle LLC,7/16/2002,4172,Wm Penn Hwy,15146,40.4383260,-79.7651180,NO Dollar Menu
453,Panera Bread #3503,Cadle LLC,11/7/2002,3800,Forbes Ave,15213,40.4415390,-79.9564400,NO Dollar Menu
454,Panera Bread #3504,Cadle LLC,12/16/2002,4960,Wm Flynn Hwy,15101,40.6026610,-79.9467180,NO Dollar Menu
455,Panera Bread #3506,Cadle LLC,8/5/2003,7217,McKnight Rd,15237,40.5371460,-80.0131250,NO Dollar Menu
456,Panera Bread #3508,Cadle LLC,1/22/2004,5430,Centre Av,15232,40.4558930,-79.9373420,NO Dollar Menu
457,Panera Bread #4329,Cadle LLC,7/13/2005,117,Pittsburgh Mills Circle,15084,40.5718290,-79.8020870,NO Dollar Menu
458,Panera Bread #4337,Covilli Enterprises,10/26/2009,295,Settlers Ridge Center Dr,15205,40.4406410,-80.1491320,NO Dollar Menu
459,Panera Bread #4344,Covelli Enterprises Inc,7/23/2012,132,Bakery Square Blvd,15206,40.4566180,-79.9171710,NO Dollar Menu
460,Panera Bread #4348,Covelli Enterprises,3/31/2014,1025,Washington Pike,15017,40.3671630,-80.1101190,NO Dollar Menu
461,Panera Bread Bakery #4349,Covelli Enterprises,9/3/2015,1000,Ross Park Mall Dr,15237,40.5389690,-80.0077110,NO Dollar Menu
462,Papa John's Pizza #344,Betco 36 Bajco Venture LLC,6/25/2013,4815,Centre Ave,15213,40.4536280,-79.9470260,Take Out
463,Papa John's Pizza #440,Bajco West LLC,6/25/2004,3336,Babcock Blvd,15237,40.5343810,-80.0187580,Take Out
464,Papa John's Pizza #731,Bajco East LLC,10/26/2007,5300,Library Rd,15102,40.3298460,-80.0222010,Take Out
465,Papa John's Pizza #3066,Betco 36 Bajco Venture LLC,6/26/2013,11700,Frankstown Rd,15235,40.4663240,-79.8256520,Take Out
466,Papa John's Pizza #3254,Bajco West LLC,4/28/2006,2928,W Liberty Ave,15216,40.3946000,-80.0352520,Take Out
467,Papa John's Pizza #4386,,10/1/2013,3403,Saw Mill Run Blvd,15227,40.3738110,-79.9818950,Take Out
468,Papa John's Pizza #4456,Bet Co 36 Bajco Venture LLC,3/31/2014,355,Lincoln Ave,15202,40.4935000,-80.0524140,Take Out
469,Pasquale's,Pittsburgh Pizza North Inc,9/7/2011,4731,Wm Flynn Hwy,15101,40.5711910,-79.9528450,Take Out
470,Pasquale's Pizzeria,Pizzaburg Partners Inc,12/11/2003,2412,Ferguson Rd,15101,40.5549670,-79.9721780,Take Out
471,Pasquale's Pizzeria,Z & C Pizza Company,8/10/2015,309,Freeport Rd,15215,40.4896130,-79.9029140,Take Out
472,Pasquale's Pizzeria,WhitMar Inc,11/12/2008,100,Bettis Rd,15034,40.3565340,-79.8960750,Take Out
473,Pasquale's Pizzeria,Pasquale's Pizzeria LLC,1/7/2004,6221,Saltsburg Rd,15235,40.4846960,-79.8158710,Take Out
474,Pasquale's Pizzeria,Pasquale's Pizzeria Inc,3/26/2015,101,Westinghouse Ave,15148,40.3930430,-79.8094030,Take Out
475,Peace Love & Little Donuts,Wignuts LLC,8/14/2015,11915,Perry Highway,15090,40.6300760,-80.0572730,"Breakfast, Drink, Other"
476,"Peace, Love & Little Donuts of Monroeville",Grace Hospitality LLC,5/19/2016,4745,William Penn Hwy,15146,40.4312370,-79.7292340,"Breakfast, Drink, Other"
477,Penn Station East Coast Sub,Piitsburgh Subs Inc,3/27/2007,4815,Centre Ave,15213,40.4536280,-79.9470260,Take Out
478,Penn Station East Coast Subs,Pittsburgh Subs LLC,10/15/2013,808,Liberty Ave,15222,40.4425160,-79.9987470,Take Out
479,Penn Station East Coast Subs,Pittsburgh Subs LLC,6/5/2012,4203,Wm Penn Hwy,15146,40.4396240,-79.7619200,Take Out
480,Penn Station East Coast Subs #324,Best Subs Too LLC,1/7/2016,1597,Washington Pike,15017,40.3826180,-80.0951260,Take Out
481,Philly Pretzel Factory,Pittsburgh Pretzel People LLC,1/19/2011,1150,Washington Pike,15017,40.3685070,-80.1021940,"Breakfast, Drink, Other"
482,Philly Pretzel Factory,Monroeville Pretzel Company LP,2/6/2012,3968,Wm Penn Hwy,15146,40.4379550,-79.7732790,"Breakfast, Drink, Other"
483,Pittsburgh Popcorn Co,Pittsburgh Popcorn LLC,11/19/2014,1000,Ross Park Mall Dr,15237,40.5389690,-80.0077110,"Breakfast, Drink, Other"
484,Pizza & Gyro Express,Lee Lee Inc,11/29/2006,801,O'Neil Blvd,15132,40.3511700,-79.8303640,Take Out
485,Pizza Bomonti,Canpolat Inc,8/14/2007,601,Lincoln Ave,15202,40.4967630,-80.0584640,Take Out
486,Pizza Hut #023977,Aurora Huts LLC,10/5/2007,550,Butler St,15201,40.5007960,-79.9434290,Take Out
487,Pizza Hut #023980,Aurora Huts LLC,7/11/2007,4873,Wm Flynn Hwy,15101,40.6015520,-79.9477590,Take Out
488,Pizza Hut #024011,Aurora Huts LLC,9/1/2007,1219,Federal St,15212,40.4563370,-80.0071990,Take Out
489,Pizza Hut #024013,Aurora Huts LLC,3/20/2007,2324,Ardmore Blvd,15221,40.4159560,-79.8487120,Take Out
490,Pizza Hut #024015,Aurora Huts LLC,10/1/2007,4001,Main St,15120,40.3822020,-79.9046240,Take Out
491,Pizza Hut #024016,Aurora Huts LLC,8/1/2007,80,Allegheny River Blvd,15147,40.4989330,-79.8184680,Take Out
492,Pizza Hut #024017,Aurora Hut LLC,6/24/2008,2002,E Carson St,15203,40.4283820,-79.9774010,Take Out
493,Pizza Hut #024018,Aurora Huts LLC,10/15/2007,2158,Brownsville Rd,15210,40.3919560,-79.9874080,Take Out
494,Pizza Hut #024021,Aurora Huts LLC,12/18/2007,481,Lincoln Ave,15202,40.4950600,-80.0552310,Take Out
495,Pizza Hut #024022,Aurora Huts LLC,11/9/2007,4710,Baum Blvd,15213,40.4538870,-79.9495610,Take Out
496,Pizza Hut #024025,Aurora Huts LLC,12/18/2007,1984,Greentree Rd,15220,40.3945720,-80.0670310,Take Out
497,Pizza Hut #028061,Aurora Huts LLC,5/21/2012,4960,Library Rd,15102,40.3435490,-80.0269040,Take Out
498,Pizza Hut #028557,Aurora Huts LLC,12/14/2012,3747,Wm Penn Hwy,15146,40.4373680,-79.7864420,Take Out
499,Pizza Joe's,River Blvd LLC,9/11/2003,192,Ohio River Blvd,15003,40.5763390,-80.2218130,Take Out
500,Pizza Marsala,Pehlivan LLC,9/2/2008,2677B,Monroeville Blvd,15146,40.4355680,-79.7826070,Take Out
501,Pizza Palermo,Jeet Links,7/24/2014,45,Foster Ave,15205,40.4395360,-80.0693550,Take Out
502,Pizza Palermo,Shams Associates LLC,9/10/2015,406,Lysle Blvd,15132,40.3517380,-79.8627180,Take Out
503,Pizza Palermo,Jeet Associates LLC,4/22/2013,109,Penn Ave,15145,40.4056810,-79.8265470,Take Out
504,Pizza Palermo,Vaid S LlC,9/12/2013,7343,Saltsburg Rd,15235,40.4781350,-79.7858900,Take Out
505,Pizza Parma,"Pizza Parma, LLC",12/6/2004,1790,N Highland Rd,15241,40.3490290,-80.0521760,Take Out
506,Pizza Parma #3,Pizza Parma Penn Ave LLC,10/15/2002,823,Penn Ave,15222,40.4438900,-79.9985900,Take Out
507,Pizza Pronto,Demirag Inc,12/12/2012,518,California Ave,15202,40.5022090,-80.0706480,Take Out
508,Pizza Pronto,M & J Food Services LLC,4/9/2003,4611,Centre Ave,15213,40.4521870,-79.9516480,Take Out
509,Pizza Roma,,11/23/2005,5990,University Blvd Suite#13,15108,40.5212670,-80.2197770,Take Out
510,Pizza Roma,,4/1/1993,11085,Babcock Blvd,15044,40.6611240,-80.0046640,Take Out
511,Point Park University/Starbucks,Culinart Group LLC,5/20/2016,7,Wood St,15222,40.4376240,-80.0026910,"Breakfast, Drink, Other"
512,Popeyes Louisiana Kitchen,Blacknorange 2 LLC,10/11/2013,1900,Lincoln Hi,15137,40.4489080,-80.1990010,Dollar Menu
513,Popeyes Louisiana Kitchen,Black N Orange3 LLC,12/11/2013,2010,Wharton St,15203,40.4303190,-79.9766870,Dollar Menu
514,Popeyes Louisiana Kitchen,Wilkins Twp Chicken LLC,1/5/2016,3420,Wm Penn Hwy,15235,40.4299880,-79.8132910,Dollar Menu
515,Popeyes Louisiana Kitchen #11352,Black N Orange LLC,11/2/2012,3616,5th Ave,15213,40.4415370,-79.9584180,Dollar Menu
516,Portofino Pizzaria,,6/17/1984,28,W Steuben St,15205,40.4382500,-80.0682380,Take Out
517,Portofino's Pizza,,2/4/2010,231,Main St,15106,40.4088320,-80.0849340,Take Out
518,Qdoba,Brooks Hospitality LLC,11/9/2006,601,Grant St,15222,40.4410930,-79.9960090,NO Dollar Menu
519,Qdoba #487,Brooks Hospitality LLC,4/10/2008,808,Liberty Ave,15222,40.4425160,-79.9987470,NO Dollar Menu
520,Qdoba Mexican Grill,Brooks Hospitality LLC,8/16/2010,1740,Settlers Ridge Center Dr,15205,40.4406410,-80.1491320,NO Dollar Menu
521,Qdoba Mexican Grill,Brooks Hospitality LLC,5/3/2006,4815,Centre Ave,15213,40.4536280,-79.9470260,NO Dollar Menu
522,Qdoba Mexican Grill,Brooks Hospitality,5/31/2007,1028,Freeport Rd,15238,40.4867580,-79.8871660,NO Dollar Menu
523,Qdoba Mexican Grill SSW,Brooks Hospitality LLC,9/13/2004,2777,E Carson St,15203,40.4262640,-79.9657230,NO Dollar Menu
524,Quiznos Subs #8721,Q-Sub Systems LLC,9/25/2006,300,S Craig St,15213,40.4455910,-79.9492400,NO Dollar Menu
525,R & B's Pizza Place,Three Rivers Food LLC,7/5/2006,107,Smithfield St,15222,40.4375250,-80.0005870,Take Out
526,Raya's Pizzeria,Marticonn LLC,9/1/2015,401,Main St,15106,40.4104510,-80.0826440,Take Out
527,Rita's Italian Ice,Nitle Corp,3/1/2011,1803,McKees Rocks Rd,15136,40.4688340,-80.0980070,"Breakfast, Drink, Other"
528,Rita's Italian Ice,Italian Ice Of Pittsburgh Inc,4/22/1999,229,Curry Hollow Rd,15236,40.3372720,-79.9793600,"Breakfast, Drink, Other"
529,Rita's Italian Ice,Northern Ice 2 LLC,3/29/2005,1320,Babcock Blvd,15209,40.4961120,-79.9764430,"Breakfast, Drink, Other"
530,Rita's Italian Ice,DD Ice LLC,6/9/2016,3712,5th Ave,15213,40.4418450,-79.9578820,"Breakfast, Drink, Other"
531,Rita's Italian Ice,K4 Enterprises LLC,9/4/2015,5880,Forbes Ave,15217,40.4377890,-79.9198180,"Breakfast, Drink, Other"
532,Rita's Italian Ice,Icicles Inc,5/14/1999,1985,Lincoln Way,15131,40.3383840,-79.8067110,"Breakfast, Drink, Other"
533,Rita's Italian Ice #0183,RJ Navarro LLC,4/18/2011,5029,Library Rd,15102,40.3401970,-80.0253140,"Breakfast, Drink, Other"
534,Rita's Italian Ice #247,Nitle Corp,3/16/2011,2070,Greentree Rd,15220,40.3922890,-80.0688570,"Breakfast, Drink, Other"
535,Rita's Italian Ice #369,Nitle Corp,3/16/2011,427,McNeilly Rd,15226,40.3831220,-80.0148010,"Breakfast, Drink, Other"
536,Rose Tea Cafe,Rose Tea Cafe Inc,5/7/2004,5874 1/2,Forbes Ave,15217,40.4378250,-79.9200600,"Breakfast, Drink, Other"
537,Rose Tea Cafe Express,Rose Tea Cafe Express LLC,11/30/2012,414,Craig St,15213,40.4448000,-79.9488430,"Breakfast, Drink, Other"
538,Rudy's Submarines,,1/1/2002,270,Yost Blvd,15221,40.4141650,-79.8498560,Take Out
539,Rudy's Subs,Boka Inc,3/12/2002,3942,Wm Penn Hwy,15146,40.4376210,-79.7758460,Take Out
540,Rudy's Subs,,5/2/1989,1794,Golden Mile Hwy,15146,40.4455300,-79.7137310,Take Out
541,Rudys House Of Submarines,,4/1/1968,1920,Monongahela Ave,15218,40.4213160,-79.8900560,Take Out
542,Salud Juicery,Salud Juicery & Health LLC,9/12/2013,348,Beaver St,15143,40.5412760,-80.1820140,"Breakfast, Drink, Other"
543,Salud Juicery,Salud SS LLC,10/7/2014,733,Copeland St,15232,40.4511950,-79.9346100,"Breakfast, Drink, Other"
544,Sammy's Pizza,Aca Enterprises LLC,3/1/2004,2145,Noblestown Rd,15220,40.4301660,-80.0531440,Take Out
545,Sams Cafe #6677,Sam's East Inc,10/26/2005,3621,Wm Penn Hwy,15146,40.4364660,-79.7994690,"Breakfast, Drink, Other"
546,Sbarro Italian Eatery PA#107,Sbarro America Inc,1/7/1986,200,Monroeville Mall,15146,40.4291830,-79.7954590,Take Out
547,Scoops on Beverly,,6/6/2001,311,Beverly Rd,15216,40.3884290,-80.0498200,"Breakfast, Drink, Other"
548,Scoops On The Boulevard,,5/19/2010,719,Brookline Blvd,15226,40.3946410,-80.0207480,"Breakfast, Drink, Other"
549,Shake & Twist,R & T Softserve LLC,3/17/2005,1238,Chartiers Ave,15136,40.4650360,-80.072044,"Breakfast, Drink, Other"
550,Sheraton Station Sq / Station Break-Link Cafe,Pyramid Station Sq Management LLC,12/1/2004,300,W Station Sq Dr,15219,40.4348570,-80.0061790,"Breakfast, Drink, Other"
551,Sichuan Gourmet,Sichuan Gourmet II LLC,7/14/2015,328,Atwood St,15213,40.4388990,-79.9552030,Take Out
552,Sichuan Gourmet,Sichuan Gourmet LLC,9/14/2015,1900,Murray Ave,15217,40.4358110,-79.9231420,Take Out
553,Sincerely Yogurt,Sincerely BF Holding LLC,12/23/2014,511,Beaver St,15143,40.5401030,-80.1799770,"Breakfast, Drink, Other"
554,Sincerely Yogurt,Cokara Corp,2/29/2012,1025,Washington Pike,15017,40.3671630,-80.1101190,"Breakfast, Drink, Other"
555,Sincerely Yogurt,Bitty's McKnight LLC,4/9/2014,4885,McKnight Rd,15237,40.5296160,-80.0100250,"Breakfast, Drink, Other"
556,Sincerely Yogurt,,5/16/2013,5301,Grove Rd,15236,40.3586610,-80.0016520,"Breakfast, Drink, Other"
557,Sincerely Yogurt,,8/15/2012,4116,Brownsville Rd,15219,40.3659960,-79.9819000,"Breakfast, Drink, Other"
558,Sincerely Yogurt,,4/17/2013,2737,E Carson Street,15203,40.4268450,-79.9662800,"Breakfast, Drink, Other"
559,Sincerely Yogurt,Quintox LLC,5/12/2014,3400,5th Ave,15213,40.4391520,-79.9620190,"Breakfast, Drink, Other"
560,Sincerely Yogurt,,3/9/2011,5375,Wm Flynn Hwy,15044,40.6315490,-79.9528450,"Breakfast, Drink, Other"
561,Sincerely Yogurt,Pittsburgh Cloud LLC,4/6/2016,136,Allegheny River Blvd,15147,40.4989330,-79.8184680,"Breakfast, Drink, Other"
562,Sincerely Yogurt,ABS Yogurt N More LLC,4/12/2016,2740,Stroschein Rd,15146,40.4379310,-79.7689550,"Breakfast, Drink, Other"
563,Smoothie King #1274,The Pittsburgh Kingdom #1274LLC,3/2/2016,1025,Washington Pike,15017,40.3671630,-80.1101190,"Breakfast, Drink, Other"
564,Sonic #6036,Pine Village Drive-In LLC,12/10/2008,120,Towne Center Dr,15090,40.6320810,-80.0567210,Dollar Menu
565,Sonic Drive In #5965,NCH Hospitality Inc,10/8/2008,1027,Washington Pike,15017,40.3654360,-80.1096270,Dollar Menu
566,Sonic Drive-In,Frazer Drive-In LLC,9/28/2007,1010,Village Center Dr,15084,40.5683870,-79.8030190,Dollar Menu
567,South Philly Steak & Fries #4813,Philly Steaks & Subs Inc,10/4/2012,301,South Hills Village,15241,40.3426230,-80.0561700,Dollar Menu
568,Sree's Foods,Sree's Food,8/19/2003,701,Smithfield St,15222,40.4430390,-79.9969230,Take Out
569,Sree's Foods,Sree's Foods LLC,11/12/2004,2103,Murray Ave,15217,40.4334970,-79.9229730,Take Out
570,Starbucks,Barnes & Noble Booksellers Inc,4/8/2005,301,South Hills Village,15241,40.3426230,-80.0561700,"Breakfast, Drink, Other"
571,Starbucks,Barnes & Noble Booksellers Inc,9/24/2001,100,W Bridge St,15120,40.4040170,-79.9187510,"Breakfast, Drink, Other"
572,Starbucks,Barnes & Noble Booksellers Inc,10/27/1997,926,Freeport Rd,15238,40.4890460,-79.8936700,"Breakfast, Drink, Other"
573,Starbucks,Barnes & Noble Booksellers Inc,11/20/2004,700,Mall Circle Dr,15146,40.4294000,-79.7907400,"Breakfast, Drink, Other"
574,Starbucks at CCAC Allegheny Campus,Community College of Allegheny County,6/30/2015,845,Ridge Ave,15212,40.4495390,-80.0154000,"Breakfast, Drink, Other"
575,Starbucks Coffee,HMS Host Corp,12/22/2015,,Pgh Int'l Airport / Ac-30,15231,40.4953090,-80.2352910,"Breakfast, Drink, Other"
576,Starbucks Coffee,IX Liberty Center Owners LLC,1/15/2016,1001,Liberty Ave,15222,40.4442090,-79.9946690,"Breakfast, Drink, Other"
577,Starbucks Coffee,Sodexho Management Inc,9/24/1997,4200,5th Ave,15213,40.4442710,-79.9532910,"Breakfast, Drink, Other"
578,Starbuck #0788,Starbuck Coffee Company,1/19/2015,11354,Perrry Hwy,15090,40.6225877,-80.0533809,"Breakfast, Drink, Other"
579,Starbucks #13355,Starbucks Coffee Co,9/19/2007,3145,Banksville Rd,15216,40.3993840,-80.0436430,"Breakfast, Drink, Other"
580,Starbucks #19816 McKnight,Starbucks Coffee Co,4/23/2015,7707,McKnight Rd,15237,40.5465390,-80.0178980,"Breakfast, Drink, Other"
581,Starbucks #21505,Starbucks Coffee Company,12/21/2015,109,Ohio River Blvd,15143,40.5593730,-80.1651850,"Breakfast, Drink, Other"
582,Starbucks #21587,Starbucks Coffee Company,5/23/2014,301,Grant St,15219,40.4381750,-79.9988540,"Breakfast, Drink, Other"
583,Starbucks Coffee #751,Starbucks Coffee Co,3/6/1995,6304,Forbes Ave,15217,40.4377310,-79.9191590,"Breakfast, Drink, Other"
584,Starbucks Coffee #754,Starbucks Coffee Co,3/4/1996,1717,Cochran Rd / Va Manor,15220,40.3926340,-80.0654360,"Breakfast, Drink, Other"
585,Starbucks Coffee #756,Starbucks Coffee Co,5/4/1995,210,6th Ave,15222,40.4426310,-80.0021450,"Breakfast, Drink, Other"
586,Starbucks Coffee #760,Starbucks Coffee Co,12/5/1995,5211,Library Rd,15102,40.3333920,-80.0233120,"Breakfast, Drink, Other"
587,Starbucks Coffee #762,Starbucks Coffee Co,1/18/1996,425,Beaver St,15143,40.5410070,-80.1809490,"Breakfast, Drink, Other"
588,Starbucks Coffee #774,Starbucks Coffee Co,7/30/1997,530,Wm Penn Pl,15219,40.4405950,-79.9965990,"Breakfast, Drink, Other"
589,Starbucks Coffee #776,Starbucks Coffee Co,12/4/1997,4885,McKnight Rd,15237,40.5296160,-80.0100250,"Breakfast, Drink, Other"
590,Starbucks Coffee #778,Starbucks Coffee Co,4/23/1998,730,Copeland St,15232,40.4510350,-79.9350160,"Breakfast, Drink, Other"
591,Starbucks Coffee #784,Starbucks Coffee Co,6/18/1999,7,Market Sq,15222,40.4402100,-80.0021710,"Breakfast, Drink, Other"
592,Starbucks Coffee #787,Starbucks Coffee Co,8/17/1999,3618,Forbes Ave,15213,40.4408750,-79.9575450,"Breakfast, Drink, Other"
593,Starbucks Coffee #793,Starbucks Coffee Co,6/30/2000,1400,E Carson St,15203,40.4286490,-79.9840360,"Breakfast, Drink, Other"
594,Starbucks Coffee #794,Starbucks Coffee Co,1/15/2003,973,Greentree Rd,15220,40.4190530,-80.0455820,"Breakfast, Drink, Other"
595,Starbucks Coffee #795,Starbucks Coffee Co,9/27/2000,4100,Wm Penn Hwy,15146,40.4376310,-79.7668940,"Breakfast, Drink, Other"
596,Starbucks Coffee #2900,Starbucks Coffee Co,11/20/2003,417,S Craig St,15213,40.4447140,-79.9485730,"Breakfast, Drink, Other"
597,Starbucks Coffee #3467,Starbucks Coffee Co,3/16/2004,600,Grant St,15222,40.4412900,-79.9945740,"Breakfast, Drink, Other"
598,Starbucks Coffee #7284,Starbucks Coffee Co,12/10/1996,3460,Wm Penn Hwy,15235,40.4294420,-79.8103540,"Breakfast, Drink, Other"
599,Starbucks Coffee #7625,Starbucks Coffee Co,9/9/2003,5310,Liberty Ave,15224,40.4558620,-79.9395850,"Breakfast, Drink, Other"
600,Starbucks Coffee #7641,Starbucks Coffee Co,3/28/2003,1050,Park Manor Blvd,15205,40.4525480,-80.1644100,"Breakfast, Drink, Other"
601,Starbucks Coffee #7660,Starbucks Coffee Co,2/13/2002,825,Beaver Grade Rd,15108,40.5176550,-80.2161890,"Breakfast, Drink, Other"
602,Starbucks Coffee #7661,Starbucks Coffee Co,9/4/2001,2345,Murray Ave,15217,40.4306660,-79.9230870,"Breakfast, Drink, Other"
603,Starbucks Coffee #7708,Starbucks Coffee Co,12/12/2001,270,West Bridge St,15120,40.4076320,-79.9170640,"Breakfast, Drink, Other"
604,Starbucks Coffee #7732,Starbucks Coffee Co,11/20/2001,100,VIP Dr,15090,40.6166510,-80.0928400,"Breakfast, Drink, Other"
605,Starbucks Coffee #7733,Starbucks Coffee Co,10/24/2001,100,Robinson Center Dr,15205,40.4541240,-80.1611640,"Breakfast, Drink, Other"
606,Starbucks Coffee #7749,Starbucks Coffee Co,3/20/2003,4765,Liberty Ave,15224,40.4611810,-79.9475310,"Breakfast, Drink, Other"
607,Starbucks Coffee #7776,Starbucks Coffee Co,6/5/2002,109,Northtowne Sq 101,15044,40.6358450,-79.9397740,"Breakfast, Drink, Other"
608,Starbucks Coffee #7776,Starbucks Coffee Company,3/25/2016,517,Grandview Crossing,15044,40.6398310,-79.9390710,"Breakfast, Drink, Other"
609,Starbucks Coffee #7875,Starbucks Coffee Co,3/18/2004,1597,Washington Pike,15017,40.3826180,-80.0951260,"Breakfast, Drink, Other"
610,Starbucks Coffee #7887,Starbucks Coffee Co,5/13/2003,202,6th St,15222,40.4425360,-80.0023020,"Breakfast, Drink, Other"
611,Starbucks Coffee #7903,Starbucks Coffee Co,5/28/2003,1500,Washington Rd,15228,40.3569590,-80.0518070,"Breakfast, Drink, Other"
612,Starbucks Coffee #10052,Starbucks Coffee Co,8/2/2005,227,Summit Park Dr,15275,40.4477390,-80.1785020,"Breakfast, Drink, Other"
613,Starbucks Coffee #10521,Starbucks Coffee Co,6/28/2006,5932,Centre Ave,15206,40.4590150,-79.9275630,"Breakfast, Drink, Other"
