_id,Name,Legal Name,Start Date,Street Number,Street Name,ZIP Code,Lat,Lon,Category
200,Domino's Pizza,,5/4/2015,1001,Carson St,15203,40.4289230,-79.9884020,Take Out
201,Domino's Pizza,JC Allison Park Inc,1/22/2014,4848,William Flynn Hwy,15101,40.5711910,-79.9528450,Take Out
202,Domino's Pizza #3275,Julyn Inc,10/11/2005,3300,Saw Mill Run Blvd,15227,40.3752780,-79.9837060,Take Out
203,Domino's Pizza #4709,JC Forest Hills Inc,7/19/2007,2600,Ardmore Blvd,15221,40.4134810,-79.8457900,Take Out
204,Domino's Pizza #4710,JC McMurray Inc,2/9/2007,119,N Sheridan Ave,15206,40.4617220,-79.9234250,Take Out
205,Domino's Pizza #9073,Team Pittsburgh 1 Inc,8/1/2011,201,3rd St,15034,40.3495480,-79.8914250,Take Out
206,Domino's Pizza #9074,JC West View Inc,11/22/2011,1019,West View Park Dr,15229,40.5166200,-80.0351390,Take Out
207,Domino's Pizza #9077,JC BP Inc,4/20/2012,5816,Library Rd,15102,40.3100890,-80.0334780,Take Out
208,Domino's Pizza #9082,JC Mt Inc,9/7/2012,1300,Brodhead Rd,15108,40.5350150,-80.2294550,Take Out
209,Domino's Pizza #9087,JC Penn Hills Inc,11/22/2013,11822,Frankstown Rd,15235,40.4689050,-79.8235940,Take Out
210,Domino's Pizza #9130,J C Northern Pike LLC,12/7/2015,4305,Northern Pike,15146,40.4340060,-79.7531900,Take Out
211,Donut Connection,Samnine Inc,1/17/2003,2414,Brownsville Rd,15210,40.3866820,-79.9822250,"Breakfast, Drink, Other"
212,Donut Connection,Donut Services Group Inc,5/1/1983,1709,Eden Park Blvd,15132,40.3472010,-79.8313220,"Breakfast, Drink, Other"
213,Donut Connection,,1/28/2000,7315,Saltsburg Rd,15235,40.4776110,-79.7872830,"Breakfast, Drink, Other"
214,Donut Connection,El Pasa Inc,9/15/1997,2328,Freeport Rd,15065,40.6306870,-79.7166180,"Breakfast, Drink, Other"
215,Donut Connection / Kaleidoscoops,Delicious Donuts LLC,10/30/2015,5004,William Flynn Hwy,15044,40.6315490,-79.9528450,"Breakfast, Drink, Other"
216,DQ Grill & Chill,NNB LLC,6/14/2011,2525,Monroeville Blvd,15146,40.4324710,-79.7512030,Dollar Menu
217,DQ Orange Julius,Monroeville Mall DQ Inc,12/18/2006,200,Monroeville Mall Dr,15146,40.4291830,-79.7954590,"Breakfast, Drink, Other"
218,Dunkin Donuts,Heartland Restaurant Group LLC,4/5/2012,553,Carnot Rd,15108,40.5164580,-80.2206090,"Breakfast, Drink, Other"
219,Dunkin Donuts,"Heartland Restaurant Group, LLC",12/5/2014,1541,Washington Rd,15228,40.3555090,-80.0498090,"Breakfast, Drink, Other"
220,Dunkin Donuts,Heartland Restaurant Group,3/9/2015,411,Smithfield St,15222,40.4391060,-79.9995200,"Breakfast, Drink, Other"
221,Dunkin Donuts,Heartland Restaurant Group LLC,8/19/2013,3200,Saw Mill Run Blvd,15227,40.3764340,-79.9841540,"Breakfast, Drink, Other"
222,Dunkin Donuts,Heartland Restaurant Group LLC,7/28/2015,11175,Perry Hwy,15090,40.6204827,-80.0552996,"Breakfast, Drink, Other"
223,Dunkin Donuts / Squirrel Hill,Heartland Restaurant Group LLC,9/21/2009,5889,Forbes Ave,15217,40.4382670,-79.9196460,"Breakfast, Drink, Other"
224,Dunkin Donuts #346772,Heartland Restaurant Group,6/11/2008,28,Market Sq,15222,40.4409680,-80.0030660,"Breakfast, Drink, Other"
225,Dunkin Donuts #347328,Heartland Rest Group,12/8/2008,344,Rodi Rd,15235,40.4582410,-79.8237270,"Breakfast, Drink, Other"
226,Dunkin Donuts #347605,Heartland Restaurant Group LLC,11/17/2008,301,10th Ave,15084,40.6054050,-79.7564370,"Breakfast, Drink, Other"
227,Dunkin Donuts #348440,Heartland Restaurant Group LLC,10/1/2009,4578,Browns Hill Rd,15217,40.4160360,-79.9247330,"Breakfast, Drink, Other"
228,Dunkin Donuts #348700,HRG Oakland LLC,7/9/2010,3907,Forbes Ave,15213,40.4422130,-79.9563750,"Breakfast, Drink, Other"
229,Dunkin Donuts #348824,Heartland Restaurant Group,3/15/2011,911,Butler St,15223,40.5114930,-79.9482650,"Breakfast, Drink, Other"
230,Dunkin Donuts #348825,Heartland Restaurant Group LLC,11/22/2011,45,Foster Ave,15205,40.4395360,-80.0693550,"Breakfast, Drink, Other"
231,Dunkin Donuts #348993,Heartland Restaurant Group,12/12/2010,601,Grant St,15219,40.4410930,-79.9960090,"Breakfast, Drink, Other"
232,Dunkin Donuts #349047,Heartland Restaurant Group,8/19/2010,800,West View Park Dr,15229,40.5178330,-80.0317220,"Breakfast, Drink, Other"
233,Dunkin Donuts #349049,Heartland Restaurant Group,9/13/2010,360,Curry Hollow Rd,15236,40.3367540,-79.9772310,"Breakfast, Drink, Other"
234,Dunkin Donuts #349884,Heartland Restaurant Group LLC,3/18/2013,2134,Brownsville Rd,15210,40.3918040,-79.9873800,"Breakfast, Drink, Other"
235,Dunkin Donuts #350871,Heartland Restaurant Group LLC,10/29/2012,2525,5th Ave,15132,40.3561660,-79.8344420,"Breakfast, Drink, Other"
236,Dunkin Donuts #352224,Heartland Restaurant Group LLC,4/28/2014,2725,Freeport Rd,15238,40.5384210,-79.8339210,"Breakfast, Drink, Other"
237,Dunkin Donuts #352225,HRG Bethel Park LLC,2/28/2014,1031,Paxton Dr,15102,40.3366890,-80.0235960,"Breakfast, Drink, Other"
238,Dunkin Donuts #353396,HRG Collier LLC,11/13/2014,1098,Washington Pi,15017,40.3666650,-80.1054530,"Breakfast, Drink, Other"
239,Dunkin Donuts #354675,Heartland Restaurant Group LLC,5/26/2016,145,McMurray Rd,15241,40.3260160,-80.0651990,"Breakfast, Drink, Other"
240,Dunkin' Donuts / Baskin-Robbins,BARU Inc,6/23/1987,1121,Lincoln Hwy,15137,40.4493370,-80.1995470,"Breakfast, Drink, Other"
241,Dunkin' Donuts #348529,Dunkin' Donuts Dormont LLC,11/6/2009,2961,W Liberty Ave,15216,40.3938280,-80.0351990,"Breakfast, Drink, Other"
242,Einstein Bros Bagels @ Koppers,JRK Foods - Koppers LLC,1/23/2015,436,7th Ave,15219,40.4421110,-79.9955540,"Breakfast, Drink, Other"
243,Einstein Bros Bagels #4054,JRK Foods Greentree LlC,4/4/2013,979,Greentree Rd,15220,40.4184690,-80.0454290,"Breakfast, Drink, Other"
244,Einstein Bros Bagels #4055,JRK Foods -Baum LLC,4/2/2013,4910,Baum Blvd,15213,40.4545530,-79.9461170,"Breakfast, Drink, Other"
245,Einstein Bros Bagels #4057,JRK Foods - PPG LLC,4/4/2013,410,Market St / 3 PPG Place,15222,40.4401000,-80.0027030,"Breakfast, Drink, Other"
246,Elements Cafe,Parkhurst Dining Services,6/23/2014,6425,Penn Ave,15206,40.4571650,-79.9168340,"Breakfast, Drink, Other"
247,Famous Wok,Famous Wok Inc,10/21/2015,445,Pittsburgh Mills Cir,15084,40.6378150,-79.7960520,Take Out
248,Fellini's Pizzeria,,9/15/2014,1231,Rt 51,15025,40.3105120,-79.9374410,Take Out
249,Fellini's Pizzeria,Fellini's Pizzeria Inc,2/21/2014,6028,Saltsburg Rd,15147,40.4839500,-79.8202520,Take Out
250,Fellini's Pizzeria,,11/29/2010,1624,Lincoln Way,15131,40.3469830,-79.8171640,Take Out
251,Fellini's Pizzeria,Fellini's Pizza LLC,8/4/2015,4415,Old Wm Penn Hwy,15146,40.4461200,-79.7635870,Take Out
252,Firehouse Subs,Be Mart LLC,6/12/2013,320,McHolme Dr,15275,40.4484930,-80.1742590,Take Out
253,Five Guys #1208,Five Guys Operations LLC,7/24/2013,1000,Ross Park Mall Dr,15237,40.5389690,-80.0077110,NO Dollar Menu
254,Five Guys Burgers & Fries,Wholesome Burger LLC,11/21/2011,324,McHolme Dr,15275,40.4484900,-80.1742630,NO Dollar Menu
255,Five Guys Burgers & Fries,Wholesome Burger II LLC,11/10/2005,117,S Bouquet St,15213,40.4422690,-79.9566720,NO Dollar Menu
256,Five Guys Burgers & Fries,Wholesom Burger I LLC,8/24/2005,1029,Freeport Rd,15238,40.4882660,-79.8855180,NO Dollar Menu
257,Five Guys Burgers & Fries,Five Guys Operations LLC,7/19/2013,2030,Pittsburgh Mills Blvd,15084,40.6378150,-79.7960520,NO Dollar Menu
258,Five Guys Burgers & Fries,Wholesome Burgers XVII,6/14/2013,3845,Northern Pike,15146,40.438694,-79.77763,NO Dollar Menu
259,Five Guys Burgers & Fries #1665,Wholesome Burgers LLC,5/1/2014,3,PPG Place,15222,40.4401000,-80.0027030,NO Dollar Menu
260,Fortune Star Buffet,Century Star Inc,5/12/2016,591,Clairton Blvd,15236,40.3332200,-79.9462380,Take Out
261,Fortune Star Buffet & Grill,All Star USA Inc,12/30/2014,1840,Union Ave,15065,40.6246870,-79.7217740,Take Out
262,Fox's Pizza,Yaweh Foods LLC,2/22/2008,659,Woodward Ave,15136,40.4727140,-80.0727270,Take Out
263,Fox's Pizza,Danbri Enterprises Inc,10/27/2000,6,Bailey Ave,15211,40.4268500,-80.0053070,Take Out
264,Fox's Pizza,Fox Jr Development Inc,9/29/2014,1746,William Flynn Hwy,15116,40.5253930,-79.9472500,Take Out
265,Fox's Pizza,M & G Pizza LLC,4/2/2015,908,Little Deer Creek Valley Rd,15076,40.6082300,-79.8331460,Take Out
266,Fox's Pizza,,8/4/2005,104,Church St,15145,40.4051930,-79.8261580,Take Out
267,Fox's Pizza,TBK Foxes LLC,6/19/2014,4400,Old William Penn Hwy,15146,40.4452410,-79.7648450,Take Out
268,Fox's Pizza Brookline,DGPD Enterprise LLC,3/24/2015,902,Brookline Blvd,15226,40.3900600,-80.0143660,Take Out
269,Fox's Pizza Den,Dnwhite Enterprises LLC,10/7/2015,998,Brodhead Rd,15108,40.5242480,-80.2238680,Take Out
270,Fox's Pizza Den,Moneda Enterprises LLC,11/11/2013,1100B,Lincoln Hwy,15137,40.4494070,-80.1995640,Take Out
271,Fox's Pizza Den,DN White Enterprises LLC,9/18/2014,6091,Steubenville Pike,15136,40.4439260,-80.1463970,Take Out
272,Fox's Pizza Den,,2/15/1984,1500,Radford Rd,15227,40.3642470,-79.9671700,Take Out
273,Fox's Pizza Den,Joe Samsa,1/5/2015,5700,Homeville Rd,15122,40.3663440,-79.8714420,Take Out
274,Fox's Pizza Den,J & T Holdings Inc,4/13/2006,200,Swiss Lane,15037,40.2805700,-79.8355290,Take Out
275,Fox's Pizza Den,F P D I Inc,12/18/1992,710,Broadway Ave,15140,40.4023150,-79.7748750,Take Out
276,Fox's Pizza Den,M & G Pizza Inc,11/2/1998,407,6th Ave,15084,40.6032790,-79.7520640,Take Out
277,Fox's Pizza Den Bridgeville,DN White Enterprises LLC,1/23/2012,3181,Washington Pike,15017,40.3440980,-80.1150510,Take Out
278,Fox's Pizza Den of Oakmont,DGPD Enterprise LLC,8/27/2015,314,Allegheny River Blvd,15139,40.5228380,-79.8324750,Take Out
279,Fox's Pizza Den Of Penn Hills,DGPD Enterprise LLC,10/3/2014,12244,Frankstown Rd,15235,40.4722970,-79.8190330,Take Out
280,Fox's Pizza Den of Plum,Fox Jr Development Inc,3/20/2001,2374,Golden Mile Hwy / Rt 286,15239,40.4627820,-79.7046410,Take Out
281,Fox's Pizza-Carnegie,DNWhite Enterprises LLC,9/24/2010,221,2nd Ave,15106,40.4032770,-80.0895720,Take Out
282,Fu Lai,Jiujiang Chi,10/28/2009,525,Penn Ave,15222,40.4428610,-80.0031130,Take Out
283,Gateway Clipper Cafe,Gateway Clipper Fleet Inc,10/20/2015,224,Station Square Dr,15219,40.4336340,-80.0048350,"Breakfast, Drink, Other"
284,Gloria Jean's Coffees,JY Coffee Inc,9/1/2013,,Monroville Mall / Space A-9,15146,40.4305260,-79.7924570,"Breakfast, Drink, Other"
285,Graeter's Ice Cream,Graeter's Manufacturing Inc,6/30/2016,10610,Perry Hwy,15090,40.6110540,-80.0538760,"Breakfast, Drink, Other"
286,Grandslam Pizza,Grandslam Pizza LLC,10/31/2013,417,Old Abers Creek Rd,15239,40.4659350,-79.7053840,Take Out
287,Grandslam Pizza #2,Grandslam Pizza LLC,10/30/2015,4376,Old Wm Penn Hwy,15146,40.4434340,-79.7688640,Take Out
288,Green Beans Coffee,Green Beans Coffee Co USA LLC,7/14/2014,,Pgh Intl Airport / Ne-3a,15231,40.4953090,-80.2352910,"Breakfast, Drink, Other"
289,Green Beans Coffee,Green Beans Coffee Co USA LLC,11/20/2014,,Pgh Intl Airport / Se-9c,15231,40.4953090,-80.2352910,"Breakfast, Drink, Other"
290,Green Leaf's & Bananas,Villa Enterprises / Green Leaf Inc,10/2/2013,301,South Hill Village - Fc-5,15241,40.3429240,-80.0551690,"Breakfast, Drink, Other"
291,Handel's Ice Cream,All-Rae Inc,7/19/1992,2240,Lebanon Church Rd,15122,40.3478330,-79.9424270,"Breakfast, Drink, Other"
292,Handel's Old Fashioned Ice Cream,Handel's of McCandless LLC,2/29/2012,9020,St Simon Way,15237,40.5690250,-80.0249910,"Breakfast, Drink, Other"
293,Hardee's,Steeltown Restaurants Inc,8/13/1996,1201,North Ave,15209,40.4930920,-79.9756030,Dollar Menu
294,"Hook, Fish & Chicken",Ramallah Inc,9/27/2006,1221,Federal St,15212,40.4565110,-80.0069980,Take Out
295,"Hook, Fish & Chicken",,10/25/2012,10,Ormsby Ave,15210,40.4125780,-79.9877280,Take Out
296,"Hook, Fish & Chicken",Hamdan's Inc,8/27/2004,6960,5th Ave,15208,40.4583810,-79.9078780,Take Out
297,"Hook, Fish & Chicken",Hook Inc,10/28/2010,11644,Frankstown Rd,15235,40.4652140,-79.8272070,Take Out
298,Hunan Wok,,7/24/2015,2158,Brownsville Rd,15210,40.3919560,-79.9874080,Take Out
299,Hunan Wok,,11/29/2000,1822,Homeville Rd,15122,40.3736780,-79.8737340,Take Out
300,Hunan Wok II,,1/11/2010,500,Pine Hollow Rd,15136,40.4738570,-80.0967690,Take Out
301,Italian Village Pizza,Casey Thomas Inc,4/1/2003,5037,2nd Ave,15207,40.3882930,-80.0407300,Take Out
302,Italian Village Pizza,Fabo Corp,1/1/2012,325,Mt Lebanon Blvd,15234,40.3694950,-80.0350700,Take Out
303,Italian Village Pizza,Munmon Inc,4/21/2008,5255,Library Rd,15102,40.3324790,-80.0218700,Take Out
304,Italian Village Pizza,FVAV Inc,3/1/2010,4885,McKnight Rd,15237,40.5296160,-80.0100250,Take Out
305,Italian Village Pizza,IRIVP Inc,9/11/2007,600,Grant St,15219,40.4412900,-79.9945740,Take Out
306,Italian Village Pizza,,12/1/2013,2951,Ridge Rd,15129,40.2899540,-79.9818440,Take Out
307,Italian Village Pizza,Italian Eatery Inc,12/20/2001,2713,Brownsville Rd,15227,40.3841290,-79.9774170,Take Out
308,Italian Village Pizza,Fabocorp Inc,3/10/2009,5235,Clairton Blvd,15227,40.3438660,-79.9703370,Take Out
309,Italian Village Pizza,Frank Veltri,1/1/1980,3075,Clairton Blvd / Century III Mall / Rm 696,15123,40.3402910,-79.9385220,Take Out
310,Italian Village Pizza,Acheropita Inc,4/12/2002,5886,Forbes Ave,15217,40.4379070,-79.9195550,Take Out
311,Italian Village Pizza,Cantley Group,3/1/2016,2615,Main St,15120,40.3925480,-79.9000570,Take Out
312,Italian Village Pizza,,2/26/2016,412,Richland Ave,15034,40.3501620,-79.8938410,Take Out
313,Italian Village Pizza,MMJC Inc,11/1/2001,308,Scenery Dr,15037,40.2797280,-79.8365430,Take Out
314,Italian Village Pizza / Shake Shop,Casab Inc,4/7/2006,580,Old Clairton Rd,15236,40.3258470,-79.9569330,Take Out
315,J & M Deli II,J & M Export Deli Inc,12/7/2015,226A,Center Rd,15146,40.4404410,-79.7670950,Take Out
316,Jake & Sons Pizzeria,,3/10/1988,2147,Ardmore Blvd,15221,40.4181910,-79.8485480,Take Out
317,Jersey Mike's Subs,,7/15/2015,1155,Washington Pike,15017,40.3692880,-80.1022550,Take Out
318,Jersey Mike's Subs,Ayden-Arian LLC,6/25/2013,7390,McKnight Rd,15237,40.5396960,-80.0115670,Take Out
319,Jet's Pizza #399,PA Pizza #1 LLC,1/29/2015,1810,Dormont Ave,15216,40.3984880,-80.0443250,Take Out
320,Jimmy John's,JPC & Co,3/14/2013,1935,Settlers Ridge Center Dr,15205,40.4406410,-80.1491320,NO Dollar Menu
321,Jimmy John's,Kelly Breen LLC,6/20/2014,12061,Perry Highway,15090,40.6315790,-80.0602780,NO Dollar Menu
322,Jimmy John's,JJ Carson LLC,3/22/2013,1717,Carson St,15203,40.4290810,-79.9812560,NO Dollar Menu
323,Jimmy John's,Pittsburgh's Best Jimmy John's LLC,5/29/2011,6425,Penn Ave,15206,40.4571650,-79.9168340,NO Dollar Menu
324,Jimmy John's #2682,Atlas East,3/9/2016,401,Home Dr,15275,40.4501160,-80.1826870,NO Dollar Menu
325,Jimmy John's #2824,JJ McKnight LLC,3/9/2015,4840,McKnight Rd,15237,40.5279400,-80.0061380,NO Dollar Menu
326,Jimmy John's #2865,Montreux LLC,6/30/2016,5833,Forbes Ave,15217,40.4382590,-79.9217140,NO Dollar Menu
327,Jimmy John's Gourmet Sandwiches,JJ Grant LLC,12/15/2011,501,Grant St,15219,40.4399360,-79.9970310,NO Dollar Menu
328,Jimmy John's Gourmet Sandwiches #357,JJ Pittsburgh LLC,7/27/2009,506,Liberty Ave,15222,40.4413900,-80.0032530,NO Dollar Menu
329,Jimmy John's Sandwich Shop,Millennium Food Inc,8/22/2001,3444,Forbes Ave,15213,40.4392180,-79.9597180,NO Dollar Menu
330,Joe's Water Ice,JPO Enterprises Inc,4/4/2001,7179,Saltsburg Rd,15235,40.4763290,-79.7888370,"Breakfast, Drink, Other"
331,Kentucky Fried Chicken #15,Morgan's Foods Inc,2/6/1986,4673,Wm Flynn Hwy,15101,40.5923740,-79.9483640,Dollar Menu
332,Kentucky Fried Chicken #50,Morgan's Foods Inc,7/15/2000,6901,University Blvd,15108,40.5169460,-80.2205280,Dollar Menu
333,Kentucky Fried Chicken #51,Morgan's Foods Inc,4/25/1985,5130,Clairton Blvd,15236,40.3451980,-79.9734150,Dollar Menu
334,Kentucky Fried Chicken #52,Morgan's Food Inc,10/10/2013,5153,Library Rd,15102,40.3361280,-80.0240050,Dollar Menu
335,Kentucky Fried Chicken #53,Morgan's Foods Inc,4/27/1989,1100,Brownsville Rd,15210,40.4049490,-79.9908870,Dollar Menu
336,Kentucky Fried Chicken #55,Morgan's Foods Inc,9/14/1999,222,W 8th Av,15120,40.4041140,-79.9144700,Dollar Menu
337,Kentucky Fried Chicken #58,Morgan's Foods Inc,11/23/2001,640,Long Run Rd,15132,40.3232140,-79.8326920,Dollar Menu
338,Kentucky Fried Chicken #59,Morgan's Foods Inc,12/1/1997,4306,Ohio River Blvd,15202,40.4974530,-80.0603440,Dollar Menu
339,Kentucky Fried Chicken #61,Morgan's Foods Inc,1/25/1990,1,Landings Dr,15238,40.5395230,-79.8290990,Dollar Menu
340,Kentucky Fried Chicken #65,Morgan's Foods Inc,10/7/1999,804,West View Park Dr,15229,40.5174130,-80.0326860,Dollar Menu
341,Kentucky Fried Chicken #66,Morgan's Foods Inc,12/14/1984,278,Yost Blvd,15221,40.4129970,-79.8566820,Dollar Menu
342,Kentucky Fried Chicken #68,Morgan's Foods Inc,12/11/1996,3770,Wm Penn Hwy,15146,40.4355720,-79.7859750,Dollar Menu
343,Kentucky Fried Chicken #69,Morgan's Foods Inc,1/3/1985,4915,Baum Blvd,15213,40.4549450,-79.9462290,Dollar Menu
344,Kentucky Fried Chicken #73,Morgan's Foods Inc,5/29/2001,210,Rodi Rd,15235,40.4633950,-79.8244290,Dollar Menu
345,Kentucky Fried Chicken #74,Morgan's Foods Inc,12/14/1984,509,Penn Ave,15221,40.4445880,-79.8866050,Dollar Menu
346,KFC / Taco Bell #63,Morgan's Foods Inc,11/17/1999,9797,McKnight Rd,15237,40.5849230,-80.0371150,Dollar Menu
347,KFC / Taco Bell #64,Morgan's Foods Inc,12/20/1984,6190,Steubenville Pike,15136,40.4455580,-80.1501420,Dollar Menu
348,La Nova Pizzeria,La Nova Pizzeria LLC,1/15/2014,1100,Canal St,15215,40.4952060,-79.9309620,Take Out
349,La Nova Pizzeria,La Nova Pizzeria LLC,3/15/2010,835,Pittsburgh St,15144,40.5414600,-79.7786390,Take Out
350,La Prima Espresso,La Prima Espresso Co Inc,3/16/1990,205,21st St,15222,40.4516430,-79.9828050,"Breakfast, Drink, Other"
351,La Prima Espresso Co,La Prima Espresso Co,6/9/2016,100,South Commons,15212,40.4510620,-80.0051860,"Breakfast, Drink, Other"
352,Little Caesars,4 FLC Partners LP,10/24/2008,809,West View Park Dr,15229,40.5169060,-80.0327900,Take Out
353,Little Caesars,4 FLC Partners LP,4/22/2010,5430,Centre Ave,15232,40.4558930,-79.9373420,Take Out
354,Little Caesars,4 FLC LLC,11/20/2013,1800,Golden Mile Hwy,15239,40.4516650,-79.7131480,Take Out
355,Little Caesars #143,4 FLC Partners LP,4/14/2009,2973,Liberty Ave,15216,40.3935830,-80.0355770,Take Out
356,Little Caesars #154,BFS Companies / 4FLC Partners,6/3/2014,4960,William Flynn Hwy,15101,40.5711910,-79.9528450,Take Out
357,Little Caesars #156,4 FLC LLC,12/18/2015,1309,Pittsburgh St,15024,40.5412130,-79.8019530,Take Out
358,Little Caesars Pizza #135,4 FLC Partners LP,5/20/2008,1880,Heights Plz,15065,40.6239680,-79.7225490,Take Out
359,Little Caesars Pizza #137,4FLCE Partners LP,6/27/2008,1160,Washington Ave,15106,40.3974540,-80.0852970,Take Out
360,Little Caesars Pizza #138,4 FLC Partners LP,7/23/2008,1985,Lincoln Way,15131,40.3383840,-79.8067110,Take Out
361,Little Caesars Pizza #141,BFS Foods Inc,2/9/2009,1742,Greensburg Ave,15137,40.3872540,-79.8214660,Take Out
362,Little Caesars Pizza #145,4 FLC Partners LP,9/29/2009,,Caste Village Shopping Ctr #140,15236,40.3380770,-79.9789610,Take Out
363,Little Caesars Pizza #148,BFS Co,6/7/2011,250,Mt Lebanon Blvd,15234,40.3679900,-80.0368040,Take Out
364,Little Caesars/K Cafe #3141,Kmart Corp / Kmart Stores of TNCP Inc,6/17/1984,1025,Washington Pike,15017,40.3671630,-80.1101190,Take Out
365,Long John Silvers,LJS Opco One LLC,10/9/2015,2100,Washington Ave,15106,40.3936560,-80.0876010,Dollar Menu
366,Long John Silvers,LJS Opco One LLC,10/14/2015,300,Rodi Rd,15235,40.4608680,-79.8244760,Dollar Menu
367,Long John Silvers / A&W,LJS OPCo-On LLC,10/9/2015,2220,Lebanon Church Rd,15122,40.3483660,-79.9441550,Dollar Menu
368,Long John Silvers / A&W,LJS Opco One LLC,10/9/2015,201,Hoffman Blvd,15110,40.383808,-79.863501,Dollar Menu
369,Mama Pepino's Pizza,,5/6/2008,607,William Marks Dr,15120,40.4093140,-79.8986940,Take Out
370,Mama Pepino's Pizza,,1/1/1970,2417,O'Neil Blvd,15131,40.3517510,-79.8273210,Take Out
371,Mama Pepino's Pizza Eleven,B Jen LLC,7/7/2016,210,Plum St,15037,40.2719900,-79.8872340,Take Out
372,Mamma Lucia,ADL Ventures Inc,7/30/2009,11978,Perry Hwy #408-410,15090,40.6326280,-80.0584590,Take Out
373,Mandy's Pizza & More,Mandy's Pizza & More of W View Inc,2/21/2008,512,Perry Hwy,15229,40.5219460,-80.0339670,Take Out
374,Mayorga Coffee,Black Dog Ventures LLC,6/20/2006,,Pgh Intl Airport / Ac-19,15231,40.4953090,-80.2352910,"Breakfast, Drink, Other"
375,McDonald's,McDonald's Corp,8/8/1994,300,Market Place Dr,15071,40.4409270,-80.2393380,Dollar Menu
376,McDonald's,,5/31/2016,1,Poplar St,15205,40.4274050,-80.0533590,Dollar Menu
377,McDonald's,Rice Enterprises LLC,5/8/2001,801,Allegheny Ave,15233,40.4508290,-80.0190080,Dollar Menu
378,McDonald's,Lewandowski Limited Partnership,6/1/2016,500,Liberty Ave,15222,40.4412590,-80.0033710,Dollar Menu
379,McDonald's,Lewanowski Limited Partnership,6/1/2016,505,Smithfield St,15219,40.4402820,-79.9985260,Dollar Menu
380,McDonald's,Malik & Malik Enterprises Inc,7/14/2000,1630,Penn Ave,15222,40.4493050,-79.9863050,Dollar Menu
381,McDonald's,Rice Enterprises LLC,10/24/2000,4214,Brownsville Rd,15227,40.3646070,-79.9838370,Dollar Menu
382,McDonald's,Rice Enterprises LLC,8/15/2003,2251,Century Dr / Century Square Mall,15122,40.3437260,-79.9490660,Dollar Menu
383,McDonald's,Rice Enterprises LLC,8/13/2001,2090,Lebanon Church Rd,15122,40.3479100,-79.9452960,Dollar Menu
384,McDonald's,Draper Inc,3/19/2010,7277,Saltsburg Rd,15235,40.4771870,-79.7880770,Dollar Menu
385,McDonald's,ASM Shaffer Enterprises LLC,4/23/2014,1865,New Texas Rd,15239,40.4506470,-79.7142350,Dollar Menu
386,McDonald's,Star Ke LLC,11/5/2014,430,Penn Ave,15221,40.4446340,-79.8886670,Dollar Menu
387,McDonald's,Star KE LLC,11/5/2014,505,Lincoln Hwy,15137,40.3842630,-79.8242470,Dollar Menu
388,McDonald's / Moon Twp,Bristin Enterprises Inc,3/21/2016,825,Beaver Grade Rd,15108,40.5176550,-80.2161890,Dollar Menu
389,McDonald's #1,PHF Group I LLC,7/16/2015,4849,McKnight Rd,15237,40.5285870,-80.0083120,Dollar Menu
390,McDonald's #2,PHF Group II LLC,11/16/2015,7702,McKnight Rd,15237,40.5463400,-80.0164050,Dollar Menu
391,McDonald's #428,Draper Inc,12/19/2001,11591,Frankstown Rd,15235,40.4652080,-79.8289070,Dollar Menu
392,McDonald's #442,MBC Enterprises LLC,5/1/2007,5261,Library Rd,15102,40.3318890,-80.0223810,Dollar Menu
393,McDonald's #714,Foster Group Enterprises Inc,5/1/1993,10529,Perry Hwy,15090,40.6101590,-80.0540450,Dollar Menu
394,McDonald's #1102,Rice Enterprises LLC,12/12/2001,225,Mt Lebanon Blvd,15234,40.368422,-80.0381140,Dollar Menu
395,McDonald's #1450,,1/4/1991,608,Wood St,15222,40.4422920,-79.9989450,Dollar Menu
396,McDonald's #1741,Draper Inc,3/11/2010,3760,Wm Penn Hwy,15146,40.4353840,-79.7868900,Dollar Menu
397,McDonald's #1862,,3/5/1991,3708,Forbes Ave,15213,40.4411410,-79.9571480,Dollar Menu
398,McDonald's #2492,Delligatti Inc,4/4/1990,2001,Freeport Rd,15065,40.6264020,-79.7221730,Dollar Menu
399,McDonald's #3698,Dell Mgt Corp,8/1/1976,2925,Freeport Rd,15238,40.5391500,-79.8300990,Dollar Menu
400,McDonald's #4121,Draper Inc,3/29/2010,4317,Northern Pike,15146,40.4344800,-79.7517880,Dollar Menu
401,McDonald's #4647,Rice Enterprises LLC,11/1/2000,101,Hoffman Blvd,15110,40.3842170,-79.8632830,Dollar Menu
402,McDonald's #4817,Malik Foods Inc,6/11/2001,148,N Euclid St,15206,40.4625130,-79.9277800,Dollar Menu
403,McDonald's #4939,PHF Group III LLC,7/6/2016,4557,Ohio River Blvd,15202,40.4921460,-80.0621800,Dollar Menu
404,McDonald's #5441,Rice Enterprises LLC,3/29/2010,2100,Washington Pike,15106,40.3875630,-80.0933410,Dollar Menu
405,McDonald's #6373,McDonald's Corp,10/18/2000,4235,Walnut St,15132,40.3209530,-79.8357360,Dollar Menu
406,McDonald's #6822,Rice Enterprises LLC,12/31/2001,3023,Washington Pike,15017,40.3537170,-80.1145470,Dollar Menu
407,McDonald's #7450,McDonald's,5/26/2010,2518,Liberty Ave,15226,40.3988340,-80.0264590,Dollar Menu
408,McDonald's #7506,McDonald's Corp,6/17/1984,971,William Flynn Highway,15116,40.5317300,-79.9575310,Dollar Menu
