stname,tractfips,"estimated smoking prevalence, 2006-2010"
Pennsylvania,42017102500,0.240919094
Pennsylvania,42017102600,0.20567427
Pennsylvania,42017102700,0.202128193
Pennsylvania,42017102801,0.227460531
Pennsylvania,42017102802,0.238604633
Pennsylvania,42017102900,0.234171473
Pennsylvania,42017103001,0.246875071
Pennsylvania,42017103002,0.236960126
Pennsylvania,42017103101,0.277983962
Pennsylvania,42017103102,0.23218
Pennsylvania,42017103103,0.218810866
Pennsylvania,42017103200,0.230298285
Pennsylvania,42017103300,0.207481172
Pennsylvania,42017103400,0.221139145
Pennsylvania,42017103500,0.192467787
Pennsylvania,42017103600,0.208274879
Pennsylvania,42017103700,0.240886539
Pennsylvania,42017103800,0.241070721
Pennsylvania,42017103900,0.192851406
Pennsylvania,42017104000,0.216817602
Pennsylvania,42017104100,0.230596377
Pennsylvania,42017104200,0.196357291
Pennsylvania,42017104300,0.147396975
Pennsylvania,42017104400,0.146439486
Pennsylvania,42017104501,0.167985818
Pennsylvania,42017104502,0.161895
Pennsylvania,42017104601,0.137089855
Pennsylvania,42017104603,0.175094959
Pennsylvania,42017104604,0.158245882
Pennsylvania,42017104701,0.171250932
Pennsylvania,42017104702,0.168735566
Pennsylvania,42017104703,0.14409216
Pennsylvania,42017104800,0.214842801
Pennsylvania,42017104901,0.189877211
Pennsylvania,42017104902,0.209509532
Pennsylvania,42017105003,0.169401222
Pennsylvania,42017105004,0.186065031
Pennsylvania,42017105006,0.168648117
Pennsylvania,42017105007,0.183174315
Pennsylvania,42017105008,0.206426685
Pennsylvania,42017105009,0.180325041
Pennsylvania,42017105010,0.190453181
Pennsylvania,42017105011,0.171963412
Pennsylvania,42017105100,0.181750251
Pennsylvania,42017105202,0.177875632
Pennsylvania,42017105203,0.174491535
Pennsylvania,42017105204,0.156948348
Pennsylvania,42017105300,0.163799092
Pennsylvania,42017105400,0.137068155
Pennsylvania,42017105501,0.145986316
Pennsylvania,42017105503,0.162504961
Pennsylvania,42017105505,0.134360947
Pennsylvania,42017105506,0.146908065
Pennsylvania,42017105507,0.121741174
Pennsylvania,42017105600,0.176204021
Pennsylvania,42017105702,0.25673204
Pennsylvania,42017105704,0.227228095
Pennsylvania,42017105801,0.221878529
Pennsylvania,42017105805,0.246103027
Pennsylvania,42017105806,0.200285731
Pennsylvania,42017105807,0.252251661
Pennsylvania,42017105808,0.239406375
Pennsylvania,42017105809,0.239745172
Pennsylvania,42017105810,0.26147778
Pennsylvania,42017105811,0.255367946
Pennsylvania,42017105812,0.243113956
Pennsylvania,42017105900,0.232220662
Pennsylvania,42019902100,0.221241861
Pennsylvania,42019902200,0.234786644
Pennsylvania,42019902300,0.308713318
Pennsylvania,42019902400,0.241060262
Pennsylvania,42019902500,0.277957314
Pennsylvania,42019902600,0.221422154
Pennsylvania,42019902700,0.237618631
Pennsylvania,42019902800,0.208425204
Pennsylvania,42019902900,0.185427096
Pennsylvania,42019903000,0.217178254
Pennsylvania,42019903100,0.226061304
Pennsylvania,42019910100,0.269580767
Pennsylvania,42019910200,0.2833874
Pennsylvania,42019910300,0.257796539
Pennsylvania,42019910400,0.224505715
Pennsylvania,42019910500,0.16269191
Pennsylvania,42019910600,0.301337353
Pennsylvania,42019910700,0.264900567
Pennsylvania,42019910800,0.255362413
Pennsylvania,42019910900,0.199085018
Pennsylvania,42019911000,0.264042979
Pennsylvania,42019911100,0.262281155
Pennsylvania,42019911200,0.269546154
Pennsylvania,42019911300,0.258440769
Pennsylvania,42019911400,0.234466006
Pennsylvania,42019911501,0.23063581
Pennsylvania,42019911502,0.23437909
Pennsylvania,42019911600,0.222811463
Pennsylvania,42019911700,0.243549555
Pennsylvania,42019911800,0.226284542
Pennsylvania,42019911900,0.210575502
Pennsylvania,42019912000,0.169959126
Pennsylvania,42019912101,0.184496109
Pennsylvania,42019912102,0.226039833
Pennsylvania,42019912200,0.191291016
Pennsylvania,42019912300,0.206579474
Pennsylvania,42019912400,0.205788758
Pennsylvania,42019912700,0.225991973
Pennsylvania,42019912800,0.221111279
Pennsylvania,42021000100,0.287999223
Pennsylvania,42021000200,0.264790041
Pennsylvania,42021000300,0.275390867
Pennsylvania,42021000400,0.289259631
Pennsylvania,42021000500,0.247283663
Pennsylvania,42021000600,0.269486195
Pennsylvania,42021000700,0.219086953
Pennsylvania,42021000800,0.276817298
Pennsylvania,42021000900,0.249406797
Pennsylvania,42021001000,0.232968723
Pennsylvania,42021001100,0.242135799
Pennsylvania,42021001200,0.259720596
Pennsylvania,42021001300,0.313194367
Pennsylvania,42021001400,0.309403906
Pennsylvania,42021010100,0.248393306
Pennsylvania,42021010200,0.246012402
Pennsylvania,42021010300,0.240721596
Pennsylvania,42021010400,0.274139606
Pennsylvania,42021010500,0.226218903
Pennsylvania,42021010600,0.202371126
Pennsylvania,42021010700,0.203576532
Pennsylvania,42021010801,0.198077
Pennsylvania,42021010802,0.295416956
Pennsylvania,42021010900,0.24472013
Pennsylvania,42021011000,0.233841036
Pennsylvania,42021011100,0.19019404
Pennsylvania,42021011200,0.180748912
Pennsylvania,42021011300,0.158387174
Pennsylvania,42021011400,0.224317174
Pennsylvania,42021011500,0.256593262
Pennsylvania,42021011600,0.259033062
Pennsylvania,42021011700,0.25610374
Pennsylvania,42021011800,0.253758713
Pennsylvania,42021011900,0.245809637
Pennsylvania,42021012000,0.243283946
Pennsylvania,42021012100,0.245803029
Pennsylvania,42021012200,0.257306156
Pennsylvania,42021012300,0.274112339
Pennsylvania,42021012400,0.244717083
Pennsylvania,42021012500,0.242295092
Pennsylvania,42021012600,0.198746459
Pennsylvania,42021012700,0.241680356
Pennsylvania,42021012800,0.25900228
Pennsylvania,42021012900,0.246253306
Pennsylvania,42021013000,0.25371948
Pennsylvania,42021013100,0.265379026
Pennsylvania,42021013200,0.23864785
Pennsylvania,42021013300,0.242022409
Pennsylvania,42023960100,0.236345138
Pennsylvania,42023960200,0.22690623
Pennsylvania,42025020101,0.27904538
Pennsylvania,42025020102,0.271986748
Pennsylvania,42025020200,0.259488053
Pennsylvania,42025020300,0.258283631
Pennsylvania,42025020400,0.25220025
Pennsylvania,42025020500,0.270264795
Pennsylvania,42025020600,0.269294144
Pennsylvania,42025020700,0.270587171
Pennsylvania,42025020800,0.285902103
Pennsylvania,42025020900,0.273906195
Pennsylvania,42027010100,0.240197925
Pennsylvania,42027010200,0.239817573
Pennsylvania,42027010300,0.224049753
Pennsylvania,42027010400,0.217176661
Pennsylvania,42027010500,0.240663803
Pennsylvania,42027010600,0.24812201
Pennsylvania,42027010700,0.234299286
Pennsylvania,42027010800,0.219713007
Pennsylvania,42027010900,0.208382481
Pennsylvania,42027011000,0.21947452
Pennsylvania,42027011100,0.206878295
Pennsylvania,42027011200,0.244822461
Pennsylvania,42027011300,0.177017702
Pennsylvania,42027011400,0.140307563
Pennsylvania,42027011500,0.169767987
Pennsylvania,42027011600,0.180193408
Pennsylvania,42027011700,0.138756533
Pennsylvania,42027011800,0.144464305
Pennsylvania,42027011901,0.197980987
Pennsylvania,42027011902,0.149466822
Pennsylvania,42027012000,0.135264681
Pennsylvania,42027012100,0.11380831
Pennsylvania,42027012200,0.12822031
Pennsylvania,42027012300,0.103016509
Pennsylvania,42027012400,0.175046361
Pennsylvania,42027012500,0.153185112
Pennsylvania,42027012600,0.155578326
Pennsylvania,42027012700,0.118999668
Pennsylvania,42027012800,0.188747001
Pennsylvania,42029300101,0.102917827
Pennsylvania,42029300103,0.172552088
Pennsylvania,42029300104,0.13456602
Pennsylvania,42029300106,0.130239573
Pennsylvania,42029300107,0.112016299
Pennsylvania,42029300108,0.135641993
Pennsylvania,42029300109,0.111648497
Pennsylvania,42029300201,0.151714826
Pennsylvania,42029300202,0.088927946
Pennsylvania,42029300301,0.141224901
Pennsylvania,42029300302,0.133441943
Pennsylvania,42029300303,0.173305562
Pennsylvania,42029300400,0.173898329
Pennsylvania,42029300500,0.167031594
Pennsylvania,42029300600,0.230838414
Pennsylvania,42029300700,0.260036311
Pennsylvania,42029300800,0.228870961
Pennsylvania,42029300900,0.207344785
Pennsylvania,42029301000,0.18441072
Pennsylvania,42029301100,0.25844904
Pennsylvania,42029301201,0.142950982
Pennsylvania,42029301202,0.227042199
Pennsylvania,42029301300,0.210494305
Pennsylvania,42029301401,0.240684724
Pennsylvania,42029301402,0.209137924
Pennsylvania,42029301500,0.203158886
Pennsylvania,42029301600,0.224850621
Pennsylvania,42029301700,0.200583394
Pennsylvania,42029301800,0.143812212
Pennsylvania,42029301900,0.156376751
Pennsylvania,42029302000,0.160701165
Pennsylvania,42029302101,0.17628603
Pennsylvania,42029302102,0.167877065
Pennsylvania,42029302202,0.172643205
Pennsylvania,42029302203,0.21003079
Pennsylvania,42029302204,0.210886131
Pennsylvania,42029302300,0.185048452
Pennsylvania,42029302400,0.207107855
Pennsylvania,42029302500,0.196232108
Pennsylvania,42029302600,0.216414064
Pennsylvania,42029302701,0.18004393
Pennsylvania,42029302702,0.209711792
Pennsylvania,42029302703,0.152079885
Pennsylvania,42029302704,0.173217106
Pennsylvania,42029302802,0.134290155
Pennsylvania,42029302803,0.103585387
Pennsylvania,42029302804,0.155848137
Pennsylvania,42029302805,0.200954676
Pennsylvania,42029302901,0.156680856
Pennsylvania,42029302902,0.154752417
Pennsylvania,42029303000,0.164778365
Pennsylvania,42029303100,0.104045968
Pennsylvania,42029303200,0.129345049
Pennsylvania,42029303300,0.14254415
Pennsylvania,42029303401,0.238042558
Pennsylvania,42029303402,0.197278537
Pennsylvania,42029303500,0.150321759
Pennsylvania,42029303600,0.154996535
Pennsylvania,42029303700,0.19057806
Pennsylvania,42029303801,0.212048894
Pennsylvania,42029303802,0.210742136
Pennsylvania,42029303900,0.171100343
Pennsylvania,42029304000,0.196570712
Pennsylvania,42029304101,0.240415824
Pennsylvania,42029304102,0.241517375
Pennsylvania,42029304201,0.231443324
Pennsylvania,42029304202,0.234746254
Pennsylvania,42029304300,0.197572448
Pennsylvania,42029304402,0.164602507
Pennsylvania,42029304403,0.18930869
Pennsylvania,42029304404,0.164799853
Pennsylvania,42029304500,0.181286211
Pennsylvania,42029304600,0.197906342
Pennsylvania,42029304700,0.230485092
Pennsylvania,42029304800,0.167985484
Pennsylvania,42029304900,0.239362982
Pennsylvania,42029305000,0.235414005
Pennsylvania,42029305100,0.265381872
Pennsylvania,42029305200,0.223886215
Pennsylvania,42029305300,0.235796323
Pennsylvania,42029305400,0.233493024
Pennsylvania,42029305500,0.194878917
Pennsylvania,42029305600,0.196290339
Pennsylvania,42029305700,0.236051714
Pennsylvania,42029305800,0.203400699
Pennsylvania,42029305900,0.31871331
Pennsylvania,42029306000,0.238664929
Pennsylvania,42029306100,0.201729576
Pennsylvania,42029306200,0.217685404
Pennsylvania,42029306300,0.241319187
Pennsylvania,42029306400,0.241837386
Pennsylvania,42029306500,0.201151908
Pennsylvania,42029306600,0.167351309
Pennsylvania,42029306700,0.206577226
Pennsylvania,42029306800,0.242068909
Pennsylvania,42029306900,0.215243611
Pennsylvania,42029307000,0.203723201
Pennsylvania,42029307100,0.262680195
Pennsylvania,42029307200,0.236366603
Pennsylvania,42029307300,0.267255477
Pennsylvania,42029307400,0.250498987
Pennsylvania,42029307500,0.267893676
Pennsylvania,42029307600,0.252712907
Pennsylvania,42029307700,0.248799792
Pennsylvania,42029307800,0.251472448
Pennsylvania,42029307900,0.24012449
Pennsylvania,42029308000,0.225548852
Pennsylvania,42029308100,0.250415501
Pennsylvania,42029308200,0.269598439
Pennsylvania,42029310200,0.168510595
Pennsylvania,42029310400,0.074278727
Pennsylvania,42029310500,0.052363729
Pennsylvania,42029310900,0.058679966
Pennsylvania,42031990100,0.232916601
Pennsylvania,42031990200,0.237339997
Pennsylvania,42031990300,0.211497231
Pennsylvania,42031990400,0.232695368
Pennsylvania,42031990500,0.230761574
Pennsylvania,42031990600,0.224767222
Pennsylvania,42031990700,0.237637939
Pennsylvania,42031990800,0.220318961
Pennsylvania,42031990900,0.239212043
Pennsylvania,42033330100,0.227540455
Pennsylvania,42033330200,0.240925857
Pennsylvania,42033330300,0.23326865
Pennsylvania,42033330400,0.205510774
Pennsylvania,42033330500,0.257077279
Pennsylvania,42033330600,0.243602211
Pennsylvania,42033330700,0.293258533
Pennsylvania,42033330800,0.265764689
Pennsylvania,42033330900,0.26466909
Pennsylvania,42033331000,0.285175018
Pennsylvania,42033331100,0.254786833
Pennsylvania,42033331200,0.211083666
Pennsylvania,42033331300,0.234183651
Pennsylvania,42033331400,0.268979865
Pennsylvania,42033331500,0.259642115
Pennsylvania,42033331600,0.260274519
Pennsylvania,42033331700,0.267788194
Pennsylvania,42033331800,0.261772692
Pennsylvania,42033331900,0.273831249
Pennsylvania,42035970100,0.256013703
Pennsylvania,42035970200,0.254872679
Pennsylvania,42035970300,0.226386081
Pennsylvania,42035970400,0.239672459
Pennsylvania,42035970500,0.246391559
Pennsylvania,42035970600,0.261374661
Pennsylvania,42035970700,0.255719552
Pennsylvania,42035970800,0.258072606
Pennsylvania,42035970900,0.265789454
Pennsylvania,42037050100,0.247119201
Pennsylvania,42037050200,0.241999304
Pennsylvania,42037050300,0.237040453
Pennsylvania,42037050400,0.231648377
Pennsylvania,42037050500,0.262817475
Pennsylvania,42037050600,0.269733067
Pennsylvania,42037050700,0.249570547
Pennsylvania,42037050800,0.226503088
Pennsylvania,42037050900,0.188873818
Pennsylvania,42037051000,0.228197297
Pennsylvania,42037051100,0.247911428
Pennsylvania,42037051200,0.226697147
Pennsylvania,42037051300,0.229579363
Pennsylvania,42037051400,0.240578218
Pennsylvania,42037051500,0.23911635
Pennsylvania,42039110100,0.262048148
Pennsylvania,42039110200,0.261333078
Pennsylvania,42039110300,0.245734787
Pennsylvania,42039110400,0.245336788
Pennsylvania,42039110500,0.220848433
Pennsylvania,42039110600,0.237909517
Pennsylvania,42039110700,0.230178546
Pennsylvania,42039110800,0.248608182
Pennsylvania,42039110900,0.24916198
Pennsylvania,42039111000,0.226007453
Pennsylvania,42039111100,0.258776494
Pennsylvania,42039111200,0.209084319
Pennsylvania,42039111300,0.24226311
Pennsylvania,42039111400,0.224919171
Pennsylvania,42039111500,0.210756616
Pennsylvania,42039111600,0.278885189
Pennsylvania,42039111700,0.1960528
Pennsylvania,42039111800,0.221721481
Pennsylvania,42039111900,0.268691056
Pennsylvania,42039112000,0.224061501
Pennsylvania,42041010100,0.266356022
Pennsylvania,42041010201,0.214191806
Pennsylvania,42041010202,0.197219471
Pennsylvania,42041010300,0.206558287
Pennsylvania,42041010400,0.124389954
Pennsylvania,42041010500,0.168792138
Pennsylvania,42041010600,0.202314133
Pennsylvania,42041010700,0.151360686
Pennsylvania,42041010800,0.221831656
Pennsylvania,42041010900,0.153251768
Pennsylvania,42041011000,0.201342901
Pennsylvania,42041011100,0.182355699
Pennsylvania,42041011200,0.18834869
Pennsylvania,42041011301,0.191706845
Pennsylvania,42041011302,0.172522207
Pennsylvania,42041011303,0.137840461
Pennsylvania,42041011304,0.170934282
Pennsylvania,42041011305,0.18278381
Pennsylvania,42041011400,0.231324322
Pennsylvania,42041011500,0.17580999
Pennsylvania,42041011601,0.174927104
Pennsylvania,42041011602,0.168380775
Pennsylvania,42041011603,0.196616816
Pennsylvania,42041011700,0.207792206
Pennsylvania,42041011801,0.202014252
Pennsylvania,42041011802,0.193919102
Pennsylvania,42041011803,0.22971599
Pennsylvania,42041011901,0.220103958
Pennsylvania,42041011902,0.207955749
Pennsylvania,42041012000,0.21942643
Pennsylvania,42041012100,0.265560556
Pennsylvania,42041012200,0.253111752
Pennsylvania,42041012300,0.273339895
Pennsylvania,42041012400,0.154802081
Pennsylvania,42041012500,0.196353762
Pennsylvania,42041012600,0.239188463
Pennsylvania,42041012700,0.229550579
Pennsylvania,42041012800,0.215313852
Pennsylvania,42041012900,0.23835529
Pennsylvania,42041013000,0.264646407
Pennsylvania,42041013101,0.249023045
Pennsylvania,42041013102,0.250057107
Pennsylvania,42041013200,0.22865576
Pennsylvania,42043020100,0.195317549
Pennsylvania,42043020300,0.184532429
Pennsylvania,42043020400,0.222724065
Pennsylvania,42043020500,0.201008574
Pennsylvania,42043020600,0.176469561
Pennsylvania,42043020700,0.178154194
Pennsylvania,42043020800,0.202974703
Pennsylvania,42043020900,0.209551673
Pennsylvania,42043021100,0.164110102
Pennsylvania,42043021200,0.163878821
Pennsylvania,42043021300,0.206411763
Pennsylvania,42043021400,0.173460354
Pennsylvania,42043021500,0.194149957
Pennsylvania,42043021600,0.17116398
Pennsylvania,42043021700,0.20016735
Pennsylvania,42043021800,0.20996128
Pennsylvania,42043021900,0.196567501
Pennsylvania,42043022000,0.204105292
Pennsylvania,42043022100,0.192445445
Pennsylvania,42043022200,0.25166891
Pennsylvania,42043022300,0.210297171
Pennsylvania,42043022401,0.146344482
Pennsylvania,42043022403,0.206287126
Pennsylvania,42043022501,0.178653397
Pennsylvania,42043022502,0.216262209
Pennsylvania,42043022601,0.218612676
Pennsylvania,42043022603,0.211530556
Pennsylvania,42043022604,0.200460932
Pennsylvania,42043022700,0.227056913
Pennsylvania,42043022800,0.22527314
Pennsylvania,42043022900,0.2154299
Pennsylvania,42043023000,0.198888197
Pennsylvania,42043023100,0.208082763
Pennsylvania,42043023300,0.219841043
Pennsylvania,42043023400,0.237212095
Pennsylvania,42043023500,0.253600068
Pennsylvania,42043023600,0.232175254
Pennsylvania,42043023700,0.285012031
Pennsylvania,42043023800,0.243746071
Pennsylvania,42043023900,0.235578482
Pennsylvania,42043024001,0.259306372
Pennsylvania,42043024002,0.210824647
Pennsylvania,42043024101,0.197499383
Pennsylvania,42043024102,0.148598843
Pennsylvania,42043024103,0.147948016
Pennsylvania,42043024200,0.193601232
Pennsylvania,42043024300,0.166995973
Pennsylvania,42043024400,0.215787257
Pennsylvania,42043024502,0.240486979
Pennsylvania,42043024503,0.20941854
Pennsylvania,42043024600,0.213535946
Pennsylvania,42043024700,0.231792057
Pennsylvania,42043024800,0.253506312
Pennsylvania,42043024900,0.249638895
Pennsylvania,42043025000,0.235470536
Pennsylvania,42043025100,0.241310874
Pennsylvania,42043025200,0.23453447
Pennsylvania,42043025300,0.231353987
Pennsylvania,42043025400,0.22158184
Pennsylvania,42045400100,0.264298505
Pennsylvania,42045400200,0.23516402
Pennsylvania,42045400301,0.256531686
Pennsylvania,42045400302,0.297455743
Pennsylvania,42045400401,0.240686462
Pennsylvania,42045400402,0.226916781
Pennsylvania,42045400500,0.280663869
Pennsylvania,42045400600,0.256173783
Pennsylvania,42045400700,0.232268091
Pennsylvania,42045400801,0.17574494
Pennsylvania,42045400802,0.232425541
Pennsylvania,42045400900,0.156475279
Pennsylvania,42045401000,0.23262013
Pennsylvania,42045401101,0.237335263
Pennsylvania,42045401103,0.177473028
Pennsylvania,42045401104,0.229279022
Pennsylvania,42045401200,0.203251584
Pennsylvania,42045401301,0.271686235
Pennsylvania,42045401302,0.235067425
Pennsylvania,42045401401,0.24093316
Pennsylvania,42045401402,0.26807365
Pennsylvania,42045401501,0.259459323
Pennsylvania,42045401502,0.227982451
Pennsylvania,42045401600,0.23261696
Pennsylvania,42045401700,0.250847828
Pennsylvania,42045401800,0.249736716
Pennsylvania,42045401900,0.224793068
Pennsylvania,42045402000,0.22455088
Pennsylvania,42045402100,0.206638721
Pennsylvania,42045402200,0.175577444
Pennsylvania,42045402300,0.206138289
Pennsylvania,42045402400,0.232859968
Pennsylvania,42045402500,0.218954851
Pennsylvania,42045402600,0.226653709
Pennsylvania,42045402700,0.243529664
Pennsylvania,42045402800,0.257563581
Pennsylvania,42045402900,0.167461109
Pennsylvania,42045403001,0.254276816
Pennsylvania,42045403002,0.288353807
Pennsylvania,42045403101,0.287841398
Pennsylvania,42045403103,0.295797477
Pennsylvania,42045403104,0.328342731
Pennsylvania,42045403200,0.254292847
Pennsylvania,42045403300,0.277086289
Pennsylvania,42045403401,0.286259057
Pennsylvania,42045403402,0.285915435
Pennsylvania,42045403501,0.291963006
Pennsylvania,42045403502,0.26276453
Pennsylvania,42045403601,0.279211425
Pennsylvania,42045403602,0.289711581
Pennsylvania,42045403701,0.291259092
Pennsylvania,42045403702,0.285701327
Pennsylvania,42045403800,0.274503189
Pennsylvania,42045403901,0.239086603
Pennsylvania,42045403902,0.221665692
Pennsylvania,42045404002,0.245478046
Pennsylvania,42045404003,0.242360006
Pennsylvania,42045404004,0.257983388
Pennsylvania,42045404101,0.243774317
Pennsylvania,42045404102,0.292000248
Pennsylvania,42045404103,0.269128767
Pennsylvania,42045404200,0.217952677
Pennsylvania,42045404300,0.284165151
Pennsylvania,42045404400,0.227647536
Pennsylvania,42045404500,0.206086882
Pennsylvania,42045404600,0.228165056
Pennsylvania,42045404700,0.286484333
Pennsylvania,42045404800,0.210668841
Pennsylvania,42045404900,0.1817122
Pennsylvania,42045405000,0.160972187
Pennsylvania,42045405100,0.156002353
Pennsylvania,42045405200,0.16236938
Pennsylvania,42045405300,0.242391015
Pennsylvania,42045405400,0.213203828
Pennsylvania,42045405600,0.179986764
Pennsylvania,42045405700,0.200127067
Pennsylvania,42045405800,0.163638669
Pennsylvania,42045406100,0.2837429
Pennsylvania,42045406201,0.25800362
Pennsylvania,42045406202,0.245570262
Pennsylvania,42045406300,0.293659942
Pennsylvania,42045406401,0.234706362
Pennsylvania,42045406402,0.202238776
Pennsylvania,42045406500,0.304062686
Pennsylvania,42045406600,0.333214912
Pennsylvania,42045406700,0.322077777
Pennsylvania,42045406801,0.260386177
Pennsylvania,42045406802,0.284710003
Pennsylvania,42045406803,0.268376157
Pennsylvania,42045406902,0.265272132
Pennsylvania,42045406903,0.234011823
Pennsylvania,42045406904,0.225983073
Pennsylvania,42045407000,0.206816726
Pennsylvania,42045407101,0.198338442
Pennsylvania,42045407102,0.199445707
Pennsylvania,42045407201,0.171642597
Pennsylvania,42045407202,0.212736532
Pennsylvania,42045407300,0.113386952
Pennsylvania,42045407401,0.167153919
Pennsylvania,42045407403,0.189288436
Pennsylvania,42045407404,0.163262129
Pennsylvania,42045407501,0.197836231
Pennsylvania,42045407502,0.223159694
Pennsylvania,42045407600,0.140800186
Pennsylvania,42045407700,0.216446553
Pennsylvania,42045407801,0.180981701
Pennsylvania,42045407802,0.182915687
Pennsylvania,42045407803,0.202542003
Pennsylvania,42045407804,0.196624334
Pennsylvania,42045407805,0.182876451
Pennsylvania,42045407806,0.18474539
Pennsylvania,42045407901,0.138743159
Pennsylvania,42045407902,0.195525085
Pennsylvania,42045407903,0.219486544
Pennsylvania,42045408001,0.1843776
Pennsylvania,42045408002,0.17202015
Pennsylvania,42045408101,0.174473886
Pennsylvania,42045408102,0.207813615
Pennsylvania,42045408103,0.198763612
Pennsylvania,42045408300,0.172647969
Pennsylvania,42045408400,0.080683008
Pennsylvania,42045408500,0.181137191
Pennsylvania,42045408600,0.180791592
Pennsylvania,42045408700,0.180605892
Pennsylvania,42045408800,0.195001901
Pennsylvania,42045408900,0.153006175
Pennsylvania,42045409000,0.201468234
Pennsylvania,42045409100,0.181688093
Pennsylvania,42045409200,0.223310871
Pennsylvania,42045409300,0.189924488
Pennsylvania,42045409400,0.191433362
Pennsylvania,42045409500,0.202457677
Pennsylvania,42045409601,0.12836068
Pennsylvania,42045409602,0.194378675
Pennsylvania,42045409701,0.126245954
Pennsylvania,42045409702,0.107917962
Pennsylvania,42045409802,0.153036051
Pennsylvania,42045409803,0.169429397
Pennsylvania,42045409902,0.173057242
Pennsylvania,42045409903,0.186511939
Pennsylvania,42045409904,0.144252096
Pennsylvania,42045410000,0.162075438
Pennsylvania,42045410100,0.237926673
Pennsylvania,42045410200,0.154017168
Pennsylvania,42045410301,0.183246432
Pennsylvania,42045410302,0.185075435
Pennsylvania,42045410400,0.211286328
Pennsylvania,42047990100,0.25128537
Pennsylvania,42047990200,0.25320762
Pennsylvania,42047990400,0.23284182
Pennsylvania,42047990500,0.247000787
Pennsylvania,42047990900,0.239469763
Pennsylvania,42047991000,0.262111737
Pennsylvania,42047991100,0.205489072
Pennsylvania,42047991200,0.249233586
Pennsylvania,42047991300,0.239585134
Pennsylvania,42049000100,0.398715981
Pennsylvania,42049000200,0.180684099
Pennsylvania,42049000300,0.289317178
Pennsylvania,42049000400,0.233493209
Pennsylvania,42049000500,0.303092664
Pennsylvania,42049000600,0.280244573
Pennsylvania,42049000700,0.342753016
Pennsylvania,42049000800,0.355994314
Pennsylvania,42049000900,0.26513889
Pennsylvania,42049001000,0.265577942
Pennsylvania,42049001100,0.282032902
Pennsylvania,42049001200,0.322504516
Pennsylvania,42049001300,0.275255945
Pennsylvania,42049001400,0.333087746
Pennsylvania,42049001500,0.237403712
Pennsylvania,42049001600,0.265262913
Pennsylvania,42049001700,0.34084919
Pennsylvania,42049001800,0.242160911
Pennsylvania,42049001900,0.24990684
Pennsylvania,42049002000,0.295598895
Pennsylvania,42049002100,0.221448514
Pennsylvania,42049002200,0.241316117
Pennsylvania,42049002300,0.258463216
Pennsylvania,42049002400,0.264233009
Pennsylvania,42049002500,0.295910044
Pennsylvania,42049002600,0.266963008
Pennsylvania,42049002700,0.251802949
Pennsylvania,42049002800,0.249997769
Pennsylvania,42049002900,0.164298356
Pennsylvania,42049003000,0.229673671
Pennsylvania,42049010101,0.28031691
Pennsylvania,42049010103,0.297357495
Pennsylvania,42049010104,0.286458921
Pennsylvania,42049010107,0.273309444
Pennsylvania,42049010109,0.300053573
Pennsylvania,42049010201,0.270542928
Pennsylvania,42049010202,0.277441794
Pennsylvania,42049010301,0.269230323
Pennsylvania,42049010303,0.224211196
Pennsylvania,42049010304,0.166255746
Pennsylvania,42049010400,0.214591775
Pennsylvania,42049010500,0.253187224
Pennsylvania,42049010600,0.198663628
Pennsylvania,42049010700,0.231180512
Pennsylvania,42049010800,0.225487707
Pennsylvania,42049010902,0.221039463
Pennsylvania,42049010903,0.208388076
Pennsylvania,42049010904,0.200552723
Pennsylvania,42049011001,0.208776876
Pennsylvania,42049011002,0.199330171
Pennsylvania,42049011101,0.248857138
Pennsylvania,42049011102,0.189387802
Pennsylvania,42049011201,0.260359326
Pennsylvania,42049011202,0.260588061
Pennsylvania,42049011300,0.282760831
Pennsylvania,42049011400,0.232849204
Pennsylvania,42049011503,0.217060997
Pennsylvania,42049011504,0.269711967
Pennsylvania,42049011505,0.229533412
Pennsylvania,42049011507,0.269523377
Pennsylvania,42049011508,0.276383449
Pennsylvania,42049011600,0.258603161
Pennsylvania,42049011701,0.227473528
Pennsylvania,42049011702,0.312995894
Pennsylvania,42049011801,0.302746217
Pennsylvania,42049011802,0.269575104
Pennsylvania,42049011900,0.277858236
Pennsylvania,42049012001,0.270482709
Pennsylvania,42049012002,0.296348235
Pennsylvania,42049012100,0.291400545
Pennsylvania,42049012201,0.227892849
Pennsylvania,42049012202,0.201856009
Pennsylvania,42051260100,0.2452028
Pennsylvania,42051260200,0.253290097
Pennsylvania,42051260300,0.277587721
Pennsylvania,42051260401,0.266131617
Pennsylvania,42051260402,0.27095188
Pennsylvania,42051260500,0.291291926
Pennsylvania,42051260600,0.262085343
Pennsylvania,42051260700,0.255877465
Pennsylvania,42051260800,0.268756316
Pennsylvania,42051260900,0.268103556
Pennsylvania,42051261000,0.283677101
Pennsylvania,42051261100,0.257291427
Pennsylvania,42051261200,0.251096679
Pennsylvania,42051261300,0.26215147
Pennsylvania,42051261400,0.278281115
Pennsylvania,42051261500,0.270844198
Pennsylvania,42051261600,0.260676213
Pennsylvania,42051261700,0.260612639
Pennsylvania,42051261800,0.294809059
Pennsylvania,42051261900,0.264087697
Pennsylvania,42051262000,0.195514585
Pennsylvania,42051262100,0.295334124
Pennsylvania,42051262200,0.237015717
Pennsylvania,42051262300,0.282186947
Pennsylvania,42051262400,0.258750276
